epoch,loss,val_loss
0,0.056052999276,0.0415414186196
1,0.0371430671555,0.0328659324141
2,0.0327454630296,0.0304134929994
3,0.0304313758281,0.0281964146666
4,0.0291643091202,0.028035343289
5,0.0273560993637,0.0253248131564
6,0.0264385512706,0.0261245704541
7,0.025637075688,0.0237508680993
8,0.0250212091791,0.0240613996466
9,0.0241517779839,0.0231937091452
